UserId;SimilarUser;Similarity
237064;124048;0.0705
237064;129373;0.0659
237064;136747;0.0495
237064;140423;0.0273
237064;183963;0.0551
237064;237064;1.0
237064;245311;0.0747
237064;258151;0.0263
237064;259430;0.047
237064;262407;0.0182
238246;7887;0.0953
238246;47512;0.0571
238246;87051;0.0906
238246;100393;0.0666
238246;115679;0.0709
238246;116816;0.0434
238246;123543;0.0708
238246;130792;0.0695
238246;138202;0.0726
238246;170792;0.0566
238246;221186;0.0666
238246;238246;1.0
238489;156243;0.0533
238489;238489;1.0
238779;142861;0.0659
238779;169057;0.0299
238779;172119;0.0627
238779;238779;1.0
238779;265205;0.0594
239449;239449;1.0
241597;55607;0.0808
241597;85616;0.0358
241597;87302;0.0616
241597;100393;0.1049
241597;108267;0.0666
241597;116816;0.0781
241597;154975;0.1018
241597;241597;1.0
241597;242118;0.0818
241597;259430;0.1271
242118;22495;0.05
242118;241597;0.0818
242118;242118;1.0
242544;25966;0.1168
242544;242544;1.0
242878;26598;0.0726
242878;72100;0.0508
242878;144828;0.0644
242878;229742;0.0811
242878;242878;1.0
243490;154975;0.0968
243490;205145;0.0932
243490;243490;1.0
243490;265205;0.081
244309;244309;1.0
245311;9381;0.0915
245311;32329;0.1412
245311;49314;0.0466
245311;67288;0.0617
245311;129373;0.0947
245311;148863;0.0782
245311;151002;0.1022
245311;151653;0.2722
245311;154126;0.0817
245311;169310;0.0827
245311;237064;0.0747
245311;245311;1.0
245311;259430;0.1182
246216;6577;0.1019
246216;93085;0.0695
246216;111241;0.089
246216;120082;0.0808
246216;196050;0.0691
246216;246216;1.0
246483;246483;1.0
246528;16943;0.0529
246528;68886;0.0666
246528;189066;0.0637
246528;246528;1.0
247897;82673;0.0705
247897;87302;0.0674
247897;93085;0.0744
247897;247897;1.0
249732;26598;0.0536
249732;37989;0.0512
249732;103811;0.0614
249732;154126;0.0623
249732;229742;0.0479
249732;236399;0.0592
249732;249732;1.0
249732;265205;0.0671
250764;7887;0.0713
250764;8801;0.0803
250764;37989;0.0394
250764;54884;0.0586
250764;56157;0.0727
250764;64763;0.0914
250764;182931;0.0737
250764;250764;1.0
250764;276038;0.0599
251362;251362;1.0
251362;260840;0.0518
251575;187981;0.0693
251575;236399;0.051
251575;251575;1.0
252657;73022;0.0589
252657;209163;0.0811
252657;252657;1.0
253482;52159;0.0475
253482;133225;0.0614
253482;162886;0.071
253482;170522;0.0651
253482;172119;0.0708
253482;188799;0.0372
253482;253482;1.0
253797;25966;0.0614
253797;231374;0.0752
253797;253797;1.0
254289;136747;0.1645
254289;230496;0.2652
254289;254289;1.0
254417;254417;1.0
255255;255255;1.0
257495;144828;0.0694
257495;154126;0.0706
257495;257495;1.0
257625;51826;0.0254
257625;123543;0.0831
257625;142861;0.0634
257625;154346;0.027
257625;257625;1.0
258151;8801;0.0589
258151;20401;0.021
258151;23652;0.0585
258151;32329;0.0189
258151;32516;0.0625
258151;49314;0.0585
258151;55607;0.0503
258151;68886;0.0504
258151;86123;0.0153
258151;94263;0.0617
258151;115679;0.0795
258151;136747;0.0191
258151;140423;0.0106
258151;183963;0.0414
258151;188799;0.0497
258151;237064;0.0263
258151;258151;1.0
258151;262407;0.007
258151;265620;0.0912
259078;6577;0.1113
259078;34087;0.0688
259078;54884;0.0619
259078;87051;0.0671
259078;100393;0.0617
259078;259078;1.0
259078;276038;0.0593
259430;49314;0.0293
259430;55607;0.1082
259430;67288;0.0388
259430;72100;0.0399
259430;100393;0.1404
259430;116816;0.1045
259430;129373;0.0596
259430;143427;0.0603
259430;151653;0.0527
259430;154975;0.1362
259430;167556;0.0643
259430;237064;0.047
259430;241597;0.1271
259430;245311;0.1182
259430;259430;1.0
260781;260781;1.0
260796;112109;0.0958
260796;154126;0.049
260796;260796;1.0
260840;80203;0.0667
260840;251362;0.0518
260840;260840;1.0
260865;260865;1.0
262407;20401;0.0145
262407;32329;0.0131
262407;78440;0.0463
262407;86123;0.0106
262407;136747;0.0132
262407;140423;0.0073
262407;183963;0.0025
262407;237064;0.0182
262407;258151;0.007
262407;262407;1.0
263321;12990;0.0611
263321;25410;0.0562
263321;25966;0.0617
263321;78440;0.0619
263321;143427;0.1118
263321;151653;0.0608
263321;187397;0.0578
263321;263321;1.0
263323;70014;0.037
263323;263323;1.0
265205;26598;0.0954
265205;37989;0.0911
265205;103811;0.1092
265205;154126;0.1108
265205;154975;0.0913
265205;169057;0.072
265205;205145;0.0879
265205;229742;0.0852
265205;236399;0.1052
265205;238779;0.0594
265205;243490;0.081
265205;249732;0.0671
265205;265205;1.0
265620;8801;0.0745
265620;32516;0.079
265620;55607;0.0636
265620;94263;0.078
265620;127190;0.0688
265620;258151;0.0912
265620;265620;1.0
266331;503;0.0871
266331;7887;0.0887
266331;45416;0.0713
266331;121592;0.0954
266331;205145;0.0621
266331;266331;1.0
266807;503;0.0748
266807;36938;0.077
266807;55607;0.0821
266807;169057;0.0459
266807;227054;0.0716
266807;266807;1.0
267642;52159;0.0994
267642;67288;0.0951
267642;93085;0.0669
267642;120082;0.0593
267642;124048;0.0854
267642;172700;0.0567
267642;267642;1.0
268056;205979;0.0769
268056;268056;1.0
270339;40888;0.059
270339;108267;0.1063
270339;270339;1.0
272395;272395;1.0
273465;13682;0.068
273465;127049;0.0671
273465;273465;1.0
275228;275228;1.0
275306;36938;0.089
275306;75429;0.1053
275306;82808;0.0494
275306;94263;0.0909
275306;167189;0.076
275306;275306;1.0
276038;7887;0.0649
276038;31950;0.0852
276038;87051;0.0618
276038;112765;0.0848
276038;167556;0.0506
276038;182931;0.0671
276038;250764;0.0599
276038;259078;0.0593
276038;276038;1.0
276822;34215;0.0556
276822;142861;0.083
276822;209163;0.0493
276822;276822;1.0
276994;58168;0.0764
276994;276994;1.0
