;similar1;similar2;similar3;similar4;similar5
151806;160541.0;178667.0;26516.0;106007.0;137190.0
152186;190459.0;28634.0;34300.0;167349.0;87712.0
152249;93363.0;189139.0;254206.0;278188.0;95932.0
152354;240568.0;149069.0;150498.0;242646.0;196466.0
153563;70065.0;244171.0;41084.0;169663.0;101606.0
153621;265591.0;124079.0;82831.0;141819.0;61028.0
153718;133296.0;273113.0;177374.0;247447.0;76151.0
154176;259004.0;254.0;89014.0;112083.0;49460.0
154346;198699.0;239594.0;105108.0;59971.0;225996.0
154992;50547.0;132083.0;208671.0;207721.0;209373.0
155014;240035.0;227705.0;155495.0;126492.0;95903.0
155147;197364.0;168144.0;113270.0;267033.0;101305.0
155219;16106.0;89014.0;267033.0;7125.0;266056.0
155495;138995.0;138543.0;162738.0;222488.0;238961.0
155916;156300.0;254971.0;39616.0;90766.0;97874.0
156214;85993.0;193898.0;216466.0;35836.0;182993.0
156300;123095.0;16916.0;41084.0;230496.0;32122.0
156467;153718.0;177090.0;91342.0;177374.0;247447.0
157247;160541.0;244627.0;28634.0;114865.0;96554.0
157811;268622.0;81045.0;30824.0;162738.0;126492.0
158226;264317.0;70065.0;217121.0;76223.0;266866.0
158254;62862.0;143792.0;8253.0;229741.0;164027.0
159376;139742.0;223154.0;100846.0;193898.0;184513.0
159440;168464.0;212645.0;162590.0;14232.0;196466.0
159858;214786.0;267249.0;41084.0;225989.0;222296.0
160032;276018.0;98297.0;62895.0;240401.0;35407.0
160295;211430.0;126604.0;242361.0;85426.0;142121.0
160541;157247.0;151806.0;145165.0;266866.0;89192.0
161037;208147.0;37208.0;196047.0;273086.0;104665.0
161752;224435.0;62272.0;201684.0;88937.0;187065.0
161974;62862.0;27788.0;103304.0;51350.0;133571.0
162052;164323.0;107301.0;30735.0;174830.0;44728.0
162155;85426.0;135831.0;169233.0;31846.0;10447.0
162590;159440.0;179733.0;70052.0;251140.0;168464.0
162738;138995.0;155495.0;242083.0;249924.0;138543.0
163202;59971.0;158226.0;165319.0;240035.0;55490.0
163319;169779.0;242083.0;59971.0;207782.0;214244.0
163570;109901.0;140358.0;126492.0;219683.0;59727.0
163759;163761.0;132173.0;273113.0;264082.0;123883.0
163761;163759.0;55734.0;44845.0;38781.0;161752.0
163804;138097.0;66680.0;15957.0;33580.0;76151.0
163973;274301.0;222941.0;236340.0;241666.0;247752.0
164027;181687.0;145641.0;233711.0;113904.0;158254.0
164096;80538.0;246156.0;27788.0;16943.0;128085.0
164323;107301.0;162052.0;44728.0;274301.0;268032.0
164465;21252.0;245645.0;107244.0;226965.0;122429.0
164533;234597.0;158226.0;131126.0;264317.0;69721.0
164675;163202.0;225989.0;232945.0;61901.0;267635.0
164828;227250.0;102702.0;123883.0;38781.0;78553.0
164905;133868.0;170742.0;108285.0;264082.0;164828.0
165232;216012.0;37208.0;119575.0;244688.0;134797.0
165308;206567.0;153718.0;271448.0;172512.0;242299.0
165319;163202.0;260183.0;177432.0;212645.0;59971.0
165806;185308.0;53628.0;166922.0;170415.0;201783.0
166824;131837.0;246671.0;212645.0;30824.0;173835.0
166922;195116.0;170415.0;224646.0;117111.0;105374.0
167349;235392.0;31391.0;36299.0;83671.0;110214.0
168047;88122.0;254.0;183088.0;208141.0;203075.0
168064;208829.0;244994.0;75860.0;139742.0;120908.0
168144;273086.0;221445.0;155147.0;98787.0;113270.0
168245;12982.0;78553.0;76151.0;177374.0;9908.0
168387;196985.0;176062.0;15957.0;209875.0;132083.0
168464;159440.0;212645.0;162590.0;55892.0;17950.0
169233;135831.0;197775.0;123790.0;133689.0;86189.0
169663;238541.0;149084.0;198699.0;153563.0;8253.0
169699;208568.0;135831.0;173481.0;62862.0;181687.0
169779;242083.0;163319.0;44728.0;83287.0;164323.0
170184;126296.0;63938.0;244736.0;104665.0;214244.0
170415;96054.0;266865.0;147141.0;196466.0;70052.0
170513;254.0;88122.0;242083.0;180917.0;263163.0
170575;220278.0;131837.0;242073.0;266056.0;141493.0
170634;88122.0;183088.0;185176.0;203075.0;201783.0
170742;133689.0;69232.0;96554.0;72352.0;44845.0
170947;126492.0;146803.0;144255.0;141444.0;128208.0
171078;141710.0;263325.0;36715.0;93363.0;86202.0
171970;276680.0;123095.0;141444.0;97754.0;67663.0
172061;271448.0;151107.0;240567.0;85656.0;30735.0
172512;180917.0;147141.0;6563.0;96054.0;30972.0
172888;183287.0;32721.0;137397.0;125203.0;33145.0
173018;135458.0;236340.0;168387.0;94853.0;19711.0
173291;207782.0;204167.0;225996.0;62755.0;263460.0
173481;232945.0;134247.0;43619.0;21659.0;30972.0
173684;254.0;238961.0;212645.0;264317.0;188951.0
173835;30972.0;242361.0;222941.0;166824.0;70065.0
174092;135831.0;10314.0;190459.0;244736.0;53729.0
174216;113270.0;64436.0;249628.0;155219.0;174092.0
174830;250330.0;30735.0;162052.0;107244.0;268032.0
175052;180917.0;30533.0;127826.0;149084.0;211430.0
175329;93426.0;8067.0;196502.0;223087.0;96771.0
176062;168387.0;126296.0;53729.0;88793.0;30511.0
176667;251339.0;246671.0;212965.0;180348.0;259378.0
177072;16916.0;32122.0;238961.0;47316.0;91832.0
177090;196985.0;259035.0;201674.0;51350.0;247447.0
177180;230496.0;209875.0;163202.0;111947.0;178199.0
177374;273113.0;196985.0;123883.0;153718.0;269890.0
177432;109901.0;219683.0;138097.0;81560.0;66680.0
177690;180348.0;149084.0;128085.0;95193.0;202173.0
178181;113904.0;168387.0;247752.0;111947.0;241548.0
178199;132083.0;242646.0;49422.0;209373.0;135831.0
178522;159376.0;184513.0;55493.0;260944.0;140358.0
178667;27788.0;240567.0;243930.0;62881.0;244277.0
178950;180378.0;268030.0;110373.0;102275.0;100644.0
179718;241980.0;133296.0;173481.0;227705.0;107453.0
179730;180917.0;31391.0;195116.0;169233.0;85426.0
179733;43619.0;162590.0;201447.0;229313.0;212645.0
179744;62881.0;152354.0;173481.0;70052.0;28360.0
179772;268622.0;97874.0;7915.0;224435.0;164027.0
179978;201783.0;203075.0;88122.0;208141.0;183088.0
180032;220240.0;223087.0;80555.0;162590.0;64436.0
180348;177690.0;146175.0;276680.0;192093.0;114444.0
180378;78553.0;183196.0;178950.0;37644.0;189139.0
180586;31919.0;240035.0;142256.0;120093.0;227705.0
180917;175052.0;267061.0;250184.0;249628.0;149084.0
180957;2891.0;108005.0;201447.0;94951.0;183088.0
181076;109955.0;8067.0;25409.0;89014.0;182053.0
181687;145431.0;182993.0;164027.0;136348.0;98787.0
182053;147141.0;55734.0;101606.0;126492.0;238541.0
182086;133868.0;123883.0;273113.0;177374.0;115002.0
182334;136010.0;188010.0;120908.0;20201.0;252820.0
182746;124489.0;243930.0;169233.0;98758.0;173481.0
182993;181687.0;134247.0;258938.0;136348.0;120908.0
183046;211919.0;137688.0;127826.0;8067.0;189973.0
183088;88122.0;203075.0;254.0;208141.0;201783.0
183187;267061.0;88122.0;180917.0;49422.0;232945.0
183196;94951.0;37644.0;180378.0;10819.0;76223.0
183287;52203.0;53628.0;14232.0;87974.0;18067.0
183340;278188.0;95991.0;99227.0;98787.0;98758.0
183958;159440.0;252827.0;273086.0;121726.0;141710.0
183995;208406.0;235392.0;164323.0;107301.0;110373.0
184513;159376.0;178522.0;139742.0;77480.0;208829.0
185176;201783.0;110934.0;85426.0;88122.0;17950.0
185308;53729.0;126296.0;165806.0;127826.0;107301.0
185771;242073.0;76818.0;175052.0;27140.0;109955.0
186039;7125.0;20201.0;8067.0;166922.0;204167.0
187065;208147.0;201674.0;62272.0;8067.0;7915.0
187170;79186.0;277639.0;16106.0;32440.0;19085.0
187256;120908.0;141444.0;229313.0;258938.0;209373.0
187520;126296.0;180586.0;107301.0;14422.0;208147.0
188010;258938.0;120908.0;27788.0;43619.0;117539.0
188951;9417.0;116122.0;110483.0;86835.0;173684.0
189139;152249.0;250510.0;254206.0;76942.0;180378.0
189516;196985.0;177374.0;273113.0;201674.0;73651.0
189973;183046.0;132083.0;113270.0;251140.0;114544.0
190459;244736.0;265083.0;273086.0;114544.0;195469.0
190741;135831.0;273086.0;91832.0;169233.0;267033.0
190807;38781.0;257700.0;264637.0;227250.0;182086.0
191187;95991.0;99955.0;99227.0;98787.0;98758.0
192093;242361.0;4017.0;96054.0;70052.0;142121.0
192176;277639.0;102275.0;10447.0;48046.0;37538.0
193458;229741.0;226965.0;51094.0;11993.0;62881.0
193499;13273.0;236172.0;41781.0;114444.0;164027.0
193898;159376.0;53220.0;238526.0;201447.0;217318.0
194600;139742.0;122793.0;188010.0;113270.0;62862.0
195116;179730.0;166922.0;174092.0;64436.0;147451.0
195469;190459.0;53729.0;265083.0;208671.0;244736.0
196047;30972.0;102647.0;107244.0;134247.0;104665.0
196160;138097.0;177432.0;259380.0;27617.0;138995.0
196457;246513.0;147141.0;273086.0;62862.0;108352.0
196466;86835.0;244736.0;96054.0;114544.0;240568.0
196502;263163.0;108352.0;179730.0;126296.0;235392.0
196738;96771.0;138995.0;78448.0;75595.0;55178.0
196985;201674.0;189516.0;168387.0;91342.0;177374.0
197364;62881.0;126492.0;229313.0;155147.0;162590.0
197775;198621.0;169233.0;230249.0;123790.0;263877.0
198012;180917.0;250764.0;224435.0;124079.0;8253.0
198621;197775.0;105374.0;7286.0;255218.0;278188.0
198699;225989.0;154346.0;169663.0;276680.0;199772.0
199025;62881.0;196047.0;162738.0;196466.0;268833.0
199416;92810.0;63938.0;178522.0;141491.0;142121.0
199772;16106.0;198699.0;128696.0;30273.0;149084.0
200978;75595.0;41781.0;91931.0;123790.0;108005.0
201017;220278.0;201684.0;124489.0;131837.0;92547.0
201290;73681.0;264317.0;273086.0;196738.0;80538.0
201447;251140.0;62862.0;179733.0;242361.0;119575.0
201674;196985.0;247447.0;177090.0;84024.0;120908.0
201684;161752.0;8067.0;201017.0;62272.0;104665.0
201768;208829.0;128208.0;163570.0;126492.0;30972.0
201783;226965.0;88122.0;185176.0;183088.0;85993.0
202173;149084.0;95193.0;128085.0;13093.0;276018.0
202277;164323.0;259260.0;136382.0;16106.0;259380.0
203017;266865.0;132663.0;196466.0;220240.0;190459.0
203075;88122.0;254.0;183088.0;208141.0;201783.0
203799;80810.0;201674.0;247055.0;124487.0;153718.0
203820;96554.0;131126.0;39467.0;94242.0;278188.0
204167;173291.0;207782.0;138995.0;85656.0;247752.0
204359;185176.0;241614.0;263163.0;195469.0;17950.0
204522;95991.0;99955.0;99227.0;98787.0;98758.0
204591;85701.0;259035.0;177090.0;247752.0;247447.0
205473;238541.0;12824.0;76818.0;136382.0;63394.0
205943;134837.0;208410.0;185771.0;48046.0;195116.0
205980;85757.0;249628.0;158254.0;7915.0;103304.0
206074;133868.0;126492.0;111947.0;50547.0;225989.0
206567;165308.0;242299.0;221445.0;266056.0;117251.0
207246;250510.0;138995.0;263325.0;88122.0;236172.0
207349;273113.0;196985.0;123883.0;177374.0;91342.0
207499;247752.0;110373.0;236340.0;222941.0;100459.0
207721;50547.0;190459.0;269719.0;120908.0;154992.0
207782;173291.0;62881.0;251140.0;81560.0;135458.0
208141;88122.0;183088.0;203075.0;201783.0;254.0
208147;37208.0;30972.0;271448.0;84024.0;114544.0
208406;13082.0;134247.0;147141.0;66942.0;226965.0
208410;197775.0;131855.0;205943.0;266866.0;192093.0
208568;169699.0;230496.0;247752.0;259380.0;87712.0
208671;16916.0;123095.0;230496.0;141493.0;50547.0
208829;168064.0;137589.0;201768.0;126492.0;209373.0
209373;126492.0;62881.0;236172.0;128085.0;120908.0
209516;126296.0;271705.0;229741.0;264317.0;92853.0
209756;10447.0;238557.0;122793.0;173481.0;231827.0
209875;31391.0;96771.0;76223.0;225989.0;168387.0
210792;95991.0;99955.0;99227.0;98787.0;98758.0
210959;143792.0;86189.0;145449.0;171970.0;55490.0
211344;223154.0;85757.0;106007.0;96054.0;124079.0
211430;266865.0;6242.0;101305.0;120908.0;30487.0
211847;106816.0;7915.0;149084.0;91203.0;267061.0
211919;183046.0;229741.0;271195.0;30972.0;208147.0
212467;105517.0;42914.0;64436.0;208671.0;7158.0
212645;159440.0;30824.0;168464.0;179733.0;127826.0
212965;273113.0;123883.0;176667.0;177374.0;153718.0
213150;246513.0;204591.0;259035.0;102275.0;69232.0
213316;106816.0;250184.0;169233.0;108005.0;48046.0
214244;63938.0;31919.0;113904.0;100578.0;276018.0
214272;127129.0;246311.0;242073.0;76818.0;7915.0
214464;278188.0;100459.0;99227.0;98787.0;98758.0
214528;278188.0;100459.0;99227.0;98787.0;98758.0
214786;240567.0;67840.0;41084.0;227705.0;259629.0
214920;243745.0;39467.0;217740.0;234597.0;190459.0
216012;123883.0;273113.0;165232.0;234359.0;133868.0
216444;137589.0;241666.0;254971.0;170415.0;96054.0
216466;180917.0;229313.0;104665.0;263325.0;242646.0
216683;273113.0;69232.0;268110.0;133689.0;123883.0
217106;30824.0;101876.0;109901.0;138995.0;173684.0
217121;158226.0;48046.0;120908.0;36907.0;266866.0
217318;232945.0;53220.0;159376.0;196047.0;134247.0
217740;94242.0;88122.0;12982.0;69232.0;131126.0
218552;153718.0;240567.0;40889.0;209373.0;207349.0
218608;240567.0;149084.0;51094.0;102647.0;214786.0
219259;113467.0;55493.0;228681.0;95316.0;264031.0
219683;109901.0;126492.0;196985.0;259901.0;163570.0
220240;170415.0;96054.0;8066.0;103304.0;124363.0
220278;170575.0;201017.0;92861.0;131837.0;242361.0
221445;30972.0;6563.0;235935.0;164323.0;98787.0
222050;252848.0;250764.0;235392.0;238541.0;149084.0
222204;115234.0;244994.0;196160.0;140358.0;196457.0
222296;170415.0;190459.0;271448.0;81977.0;62862.0
222488;155495.0;35407.0;138995.0;138543.0;57449.0
222941;85993.0;8936.0;227705.0;247752.0;163973.0
223087;181687.0;224430.0;6563.0;62862.0;273979.0
223154;159376.0;114544.0;141710.0;211344.0;172512.0
223814;27788.0;86202.0;259035.0;201674.0;250184.0
224138;180917.0;168245.0;96054.0;62862.0;12982.0
224430;64436.0;6563.0;132083.0;196466.0;115003.0
224435;161752.0;88937.0;244736.0;70052.0;179772.0
224525;190459.0;124078.0;32122.0;82831.0;230496.0
224646;53628.0;147141.0;250962.0;75595.0;166922.0
225199;48025.0;183196.0;95932.0;238541.0;259629.0
225595;48046.0;70594.0;217318.0;101305.0;163202.0
225989;198699.0;259629.0;126492.0;16916.0;214786.0
225996;133296.0;153718.0;245410.0;189516.0;69405.0
226006;111947.0;7158.0;62755.0;162738.0;242083.0
226879;203075.0;52199.0;208147.0;81560.0;177072.0
226965;201783.0;229741.0;254.0;83671.0;88122.0
227250;164828.0;38781.0;102702.0;259625.0;168245.0
227705;41084.0;30972.0;232945.0;28634.0;85993.0
228681;81045.0;30972.0;223154.0;196047.0;124487.0
229011;123883.0;115002.0;247447.0;102702.0;76151.0
229313;114544.0;181687.0;216466.0;10314.0;179733.0
229329;145165.0;221445.0;80538.0;151589.0;192093.0
229741;147141.0;226965.0;37712.0;23571.0;88122.0
230030;117539.0;197775.0;50547.0;127914.0;207721.0
230249;197775.0;36715.0;140036.0;95991.0;29855.0
230496;16916.0;32122.0;238961.0;256402.0;123095.0
230708;27462.0;30273.0;67840.0;53220.0;150498.0
231237;164323.0;98787.0;64436.0;145165.0;31391.0
231827;108285.0;209756.0;96554.0;62881.0;158254.0
232945;217318.0;173481.0;53220.0;159376.0;267061.0
233711;164027.0;114544.0;164323.0;181687.0;196047.0
233917;155495.0;108285.0;89307.0;273113.0;227250.0
234359;259035.0;204591.0;8066.0;22625.0;216012.0
234597;219683.0;164027.0;88122.0;70065.0;147224.0
234721;86641.0;32627.0;101606.0;172061.0;256402.0
235282;43910.0;264031.0;276680.0;145431.0;229313.0
235392;167349.0;31391.0;76151.0;83671.0;36299.0
235935;6563.0;221445.0;7125.0;10447.0;86202.0
236058;10314.0;117539.0;260897.0;253821.0;8253.0
236172;209373.0;128085.0;100846.0;59189.0;240567.0
236340;274301.0;62881.0;247752.0;126492.0;53220.0
236948;216444.0;242361.0;154346.0;8681.0;69232.0
236959;201447.0;246513.0;225989.0;69721.0;259629.0
238526;104429.0;153718.0;125519.0;193898.0;27462.0
238541;259629.0;169663.0;149084.0;117539.0;147141.0
238545;95991.0;99955.0;99227.0;98787.0;98758.0
238557;209756.0;10447.0;111947.0;151790.0;173481.0
238699;258938.0;104429.0;7158.0;76151.0;123095.0
238864;147451.0;70065.0;89014.0;244736.0;269728.0
238961;32122.0;16916.0;230496.0;123095.0;256402.0
239584;276680.0;7915.0;88793.0;81977.0;246311.0
239594;245839.0;8253.0;242409.0;158254.0;36907.0
240035;62881.0;277639.0;126492.0;104665.0;268032.0
240401;178667.0;59971.0;58363.0;250764.0;88122.0
240403;185176.0;17950.0;85426.0;229741.0;147141.0
240567;30972.0;214786.0;76818.0;236172.0;62862.0
240568;196466.0;28634.0;122793.0;114544.0;7158.0
241198;35407.0;259004.0;160032.0;134837.0;205943.0
241548;178667.0;41084.0;27788.0;178181.0;13082.0
241614;37644.0;80683.0;18172.0;204359.0;242083.0
241666;28634.0;247752.0;214786.0;173481.0;236172.0
241980;133296.0;32122.0;179718.0;107453.0;104399.0
242073;36327.0;126693.0;266056.0;170575.0;106816.0
242083;104665.0;126492.0;147141.0;66942.0;169779.0
242299;208147.0;135831.0;120908.0;165308.0;206567.0
242361;96054.0;192093.0;142121.0;8066.0;32122.0
242409;245839.0;239594.0;121726.0;13082.0;246156.0
242646;247752.0;178199.0;43806.0;240567.0;232945.0
243700;51094.0;161752.0;224435.0;88937.0;229741.0
243745;192093.0;214920.0;190459.0;96054.0;170415.0
243930;22625.0;147141.0;238541.0;182746.0;178667.0
244171;153563.0;49422.0;13273.0;236172.0;179733.0
244277;190459.0;135831.0;178667.0;80538.0;27788.0
244349;138097.0;33580.0;66680.0;163804.0;15957.0
244627;258690.0;242646.0;124487.0;30972.0;53220.0
244688;165232.0;202277.0;10447.0;117251.0;181687.0
244736;190459.0;142121.0;196466.0;113467.0;259035.0
244994;86189.0;139467.0;138097.0;168064.0;255218.0
245371;117539.0;85526.0;8253.0;180917.0;123056.0
245410;153718.0;133296.0;136382.0;225996.0;138995.0
245645;114544.0;250510.0;251844.0;190459.0;163973.0
245839;242409.0;271705.0;239594.0;97754.0;96054.0
246156;143792.0;27788.0;204591.0;239594.0;27647.0
246311;250510.0;101305.0;260897.0;6242.0;196466.0
246513;213150.0;235935.0;181687.0;196457.0;201447.0
246617;32440.0;238557.0;92853.0;85426.0;30712.0
246671;166824.0;176667.0;76151.0;123883.0;271448.0
247055;269890.0;247752.0;97874.0;177374.0;123883.0
247429;138543.0;249862.0;81848.0;265591.0;42914.0
247447;123883.0;273113.0;153718.0;201674.0;76151.0
247752;30972.0;242646.0;236340.0;247447.0;37208.0
247958;62272.0;108005.0;257700.0;163804.0;115002.0
249111;43619.0;114544.0;7158.0;240568.0;152354.0
249628;180917.0;172512.0;205980.0;104665.0;30972.0
249862;138543.0;125203.0;263163.0;138995.0;265591.0
249924;132083.0;129008.0;84024.0;127826.0;59189.0
250184;180917.0;127826.0;85426.0;7158.0;201674.0
250330;174830.0;30735.0;178522.0;146803.0;18172.0
250405;244171.0;67663.0;110746.0;219259.0;271448.0
250510;250764.0;267249.0;207246.0;246311.0;149690.0
250764;250510.0;36907.0;80683.0;37712.0;69721.0
250936;27462.0;51350.0;238526.0;117111.0;201674.0
250962;138543.0;126492.0;147141.0;83671.0;271195.0
251140;201447.0;62862.0;162590.0;274808.0;229313.0
251339;176667.0;89307.0;2110.0;264637.0;147965.0
251394;240035.0;192093.0;133689.0;170513.0;138995.0
251495;107301.0;164027.0;146803.0;10447.0;102275.0
251843;259035.0;169233.0;135458.0;173481.0;113270.0
251844;259035.0;76223.0;264317.0;135458.0;80538.0
252071;133689.0;96054.0;172512.0;62862.0;170415.0
252222;53729.0;62881.0;245371.0;196047.0;91832.0
252820;110214.0;138097.0;51094.0;182334.0;15957.0
252827;127826.0;121726.0;145165.0;233711.0;27647.0
252848;69232.0;209373.0;62881.0;196047.0;222050.0
252865;30972.0;85701.0;21659.0;220240.0;225989.0
253556;102275.0;271195.0;141491.0;170634.0;128208.0
253821;126296.0;170415.0;192093.0;48025.0;236058.0
254206;126492.0;93426.0;152249.0;109901.0;163570.0
254241;95991.0;99955.0;99227.0;98787.0;98758.0
254498;95932.0;99227.0;98787.0;98758.0;98647.0
254971;138578.0;96054.0;170634.0;25131.0;124363.0
255092;180917.0;225989.0;260897.0;229313.0;196457.0
255218;244994.0;82407.0;225989.0;198621.0;8066.0
256247;86202.0;120908.0;15957.0;188010.0;77809.0
256402;16916.0;230496.0;32122.0;238961.0;123095.0
257028;70065.0;241614.0;107301.0;66942.0;252222.0
257700;41781.0;80683.0;190807.0;63394.0;240567.0
258690;244627.0;235392.0;247447.0;242646.0;16916.0
258938;188010.0;27788.0;117539.0;120908.0;123095.0
259004;154176.0;88937.0;144255.0;135831.0;55493.0
259035;135458.0;234359.0;204591.0;251844.0;177090.0
259260;202277.0;50730.0;265083.0;102275.0;8067.0
259378;84024.0;164323.0;128085.0;41781.0;98787.0
259380;230496.0;208568.0;170513.0;88122.0;202277.0
259625;168464.0;227250.0;89307.0;141493.0;231827.0
259629;126492.0;238541.0;225989.0;173481.0;214786.0
259829;242361.0;151107.0;146175.0;89014.0;126604.0
259901;109901.0;126492.0;219683.0;163570.0;177432.0
260183;244736.0;89014.0;113467.0;212645.0;88122.0
260897;6563.0;21576.0;120908.0;8253.0;224430.0
260944;178522.0;40889.0;127826.0;208829.0;169699.0
261037;92853.0;137190.0;101305.0;197775.0;252827.0
261641;234597.0;278188.0;95932.0;98787.0;98758.0
263163;249862.0;138543.0;170513.0;125203.0;229741.0
263325;91931.0;22625.0;6242.0;240567.0;86202.0
263460;64436.0;242361.0;141710.0;202277.0;96054.0
263877;197775.0;190459.0;62862.0;164323.0;114544.0
264031;196985.0;190459.0;41781.0;235282.0;114544.0
264082;273113.0;173481.0;177374.0;278188.0;123883.0
264317;76223.0;158226.0;251844.0;52350.0;201290.0
264525;143163.0;32122.0;113904.0;96054.0;7158.0
264637;180917.0;66942.0;250184.0;38781.0;190807.0
264657;266056.0;260897.0;85426.0;273086.0;211430.0
265083;190459.0;273086.0;85426.0;2891.0;48046.0
265591;42914.0;138543.0;249862.0;197775.0;98297.0
265595;207246.0;101606.0;61147.0;32721.0;225199.0
266056;16916.0;93363.0;32122.0;238961.0;242073.0
266753;143792.0;147141.0;59971.0;31391.0;147451.0
266865;170415.0;211430.0;144555.0;259035.0;22625.0
266866;70065.0;158226.0;81560.0;217121.0;145165.0
267033;155219.0;91832.0;155147.0;168144.0;190741.0
267061;180917.0;183187.0;232945.0;49422.0;259629.0
267249;250510.0;149690.0;30972.0;63938.0;144555.0
267635;214786.0;100846.0;124487.0;225989.0;173481.0
268030;158226.0;244736.0;85426.0;48046.0;158254.0
268032;164323.0;240035.0;62881.0;107244.0;259629.0
268110;62862.0;158254.0;135831.0;271448.0;4017.0
268622;179772.0;173481.0;209373.0;236172.0;181687.0
268833;244277.0;199025.0;53628.0;163973.0;162738.0
268932;188010.0;201684.0;8253.0;244994.0;10447.0
269157;164323.0;107301.0;83287.0;98787.0;30735.0
269321;102702.0;123883.0;247447.0;207349.0;8284.0
269719;181687.0;31466.0;207721.0;44728.0;133296.0
269728;238864.0;62895.0;147451.0;266866.0;174830.0
269890;177374.0;247055.0;88693.0;177090.0;247752.0
270820;75595.0;98758.0;6563.0;180917.0;7915.0
271195;6563.0;229741.0;211919.0;250962.0;51094.0
271245;100459.0;99227.0;98787.0;98758.0;98647.0
271448;208147.0;114544.0;30972.0;147141.0;10447.0
271705;245839.0;80538.0;251844.0;180917.0;73681.0
272225;109901.0;209373.0;120093.0;236172.0;128085.0
273086;265083.0;190459.0;21576.0;48046.0;142256.0
273113;123883.0;177374.0;76151.0;207349.0;153718.0
273979;22625.0;123095.0;114544.0;101305.0;62862.0
274301;236340.0;164323.0;163973.0;247752.0;127826.0
274808;55927.0;251140.0;142121.0;263163.0;27788.0
275414;33145.0;278188.0;95932.0;99227.0;98787.0
276018;202173.0;35407.0;133567.0;214244.0;160032.0
276680;235282.0;198699.0;239584.0;171970.0;149934.0
277427;88122.0;75595.0;202277.0;264317.0;39773.0
277478;141819.0;70065.0;42914.0;102647.0;80538.0
277639;240035.0;62881.0;187170.0;104665.0;192176.0
278188;173481.0;264082.0;146230.0;134247.0;21659.0
