User-ID;No-Of-Ratings;Age
229659;3;34.0
229674;3;57.0
229675;3;36.0
229729;3;15.0
229746;3;34.0
229770;3;32.0
229817;3;21.0
229846;3;28.0
229859;3;34.0
229903;3;34.0
229965;3;34.0
230058;3;34.0
230193;3;31.0
230214;3;32.0
230239;3;34.0
230245;3;31.0
230306;3;15.0
230323;3;34.0
230336;3;25.0
230381;3;45.0
230395;3;38.0
230399;3;34.0
230497;3;27.0
230505;3;34.0
230541;3;41.0
230552;3;34.0
230567;3;34.0
230616;3;31.0
230628;3;34.0
230772;3;34.0
230963;3;38.0
230970;3;31.0
231015;3;34.0
231058;3;66.0
231062;3;34.0
231136;3;17.0
231195;3;34.0
231215;3;66.0
231221;3;56.0
231227;3;34.0
231281;3;34.0
231292;3;34.0
231308;3;26.0
231316;3;35.0
231416;3;34.0
231422;3;1.0
231463;3;44.0
231493;3;34.0
231572;3;57.0
231617;3;34.0
231635;3;34.0
231650;3;50.0
231660;3;34.0
231698;3;34.0
231775;3;34.0
231832;3;44.0
231833;3;34.0
231851;3;28.0
231859;3;63.0
231870;3;22.0
231871;3;29.0
231896;3;41.0
231994;3;43.0
232009;3;34.0
232033;3;34.0
232057;3;34.0
232058;3;50.0
232125;3;64.0
232176;3;15.0
232208;3;34.0
232251;3;29.0
232269;3;61.0
232380;3;28.0
232410;3;34.0
232475;3;34.0
232495;3;34.0
232538;3;34.0
232570;3;47.0
232592;3;44.0
232740;3;34.0
232817;3;34.0
232852;3;5.0
232892;3;60.0
232902;3;34.0
232936;3;34.0
232979;3;39.0
233028;3;32.0
233040;3;34.0
233050;3;34.0
233084;3;29.0
233127;3;38.0
233173;3;34.0
233174;3;25.0
233203;3;27.0
233236;3;26.0
233237;3;62.0
233262;3;34.0
233298;3;53.0
233346;3;34.0
233375;3;36.0
233399;3;34.0
233434;3;48.0
233466;3;30.0
233484;3;34.0
233495;3;34.0
233505;3;22.0
233536;3;34.0
233556;3;34.0
233592;3;40.0
233620;3;34.0
233633;3;34.0
233706;3;34.0
233723;3;34.0
233734;3;32.0
233776;3;21.0
233812;3;34.0
233818;3;45.0
233823;3;45.0
233826;3;34.0
233871;3;34.0
233910;3;28.0
233923;3;29.0
233929;3;34.0
233939;3;32.0
233947;3;41.0
233952;3;29.0
233989;3;23.0
233991;3;34.0
234001;3;34.0
234043;3;27.0
234081;3;29.0
234090;3;32.0
234192;3;34.0
234451;3;34.0
234477;3;34.0
234478;3;34.0
234576;3;25.0
234708;3;34.0
234753;3;36.0
234814;3;34.0
234915;3;18.0
234964;3;29.0
234975;3;34.0
235078;3;27.0
235174;3;34.0
235196;3;27.0
235283;3;51.0
235379;3;54.0
235386;3;27.0
235428;3;5.0
235518;3;33.0
235521;3;34.0
235525;3;34.0
235552;3;30.0
235560;3;26.0
235579;3;15.0
235589;3;39.0
235649;3;34.0
235654;3;34.0
235693;3;36.0
235721;3;34.0
235728;3;34.0
235729;3;31.0
235766;3;34.0
235783;3;34.0
235826;3;34.0
235896;3;32.0
235910;3;33.0
235982;3;19.0
235987;3;34.0
236073;3;34.0
236079;3;47.0
236148;3;34.0
236186;3;28.0
236205;3;34.0
236213;3;28.0
236224;3;18.0
236288;3;34.0
236307;3;58.0
236352;3;34.0
236408;3;65.0
236425;3;36.0
236581;3;52.0
236643;3;43.0
236699;3;40.0
236704;3;24.0
236710;3;24.0
236733;3;33.0
236819;3;41.0
236845;3;60.0
236868;3;34.0
236927;3;60.0
236983;3;23.0
236990;3;34.0
237057;3;31.0
237060;3;55.0
237147;3;34.0
237194;3;22.0
237258;3;26.0
237344;3;18.0
237413;3;34.0
237463;3;34.0
237465;3;33.0
237484;3;34.0
237500;3;32.0
237537;3;14.0
237672;3;34.0
237696;3;56.0
237736;3;29.0
237740;3;34.0
237745;3;58.0
237763;3;20.0
237768;3;76.0
237783;3;34.0
237865;3;33.0
237902;3;31.0
237925;3;26.0
237978;3;29.0
238036;3;26.0
238087;3;26.0
238096;3;41.0
238225;3;35.0
238227;3;34.0
238283;3;34.0
238291;3;35.0
238292;3;24.0
238299;3;36.0
238381;3;34.0
238387;3;34.0
238390;3;20.0
238418;3;34.0
238440;3;34.0
238462;3;18.0
238521;3;34.0
238679;3;34.0
238754;3;18.0
238796;3;36.0
238809;3;35.0
238812;3;40.0
238895;3;27.0
238918;3;65.0
238949;3;53.0
238969;3;34.0
239026;3;34.0
239054;3;34.0
239127;3;23.0
239268;3;13.0
239317;3;72.0
239354;3;34.0
239369;3;26.0
239417;3;34.0
239456;3;26.0
239458;3;38.0
239557;3;62.0
239564;3;19.0
239592;3;34.0
239610;3;37.0
239664;3;24.0
239683;3;42.0
239735;3;25.0
239746;3;30.0
239792;3;34.0
239794;3;59.0
239820;3;28.0
239869;3;45.0
239915;3;20.0
240023;3;45.0
240054;3;34.0
240093;3;22.0
240118;3;34.0
240186;3;35.0
240211;3;48.0
240214;3;1.0
240222;3;27.0
240254;3;50.0
240271;3;47.0
240281;3;34.0
240366;3;26.0
240408;3;34.0
240417;3;30.0
240432;3;33.0
240559;3;34.0
240603;3;50.0
240633;3;34.0
240660;3;34.0
240713;3;34.0
240729;3;28.0
240783;3;24.0
240817;3;34.0
240846;3;40.0
240870;3;43.0
240917;3;42.0
240969;3;33.0
240985;3;33.0
241018;3;29.0
241078;3;34.0
241140;3;34.0
241147;3;34.0
241178;3;26.0
241184;3;34.0
241266;3;34.0
241274;3;60.0
241326;3;34.0
241333;3;34.0
241394;3;34.0
241467;3;34.0
241477;3;59.0
241501;3;34.0
241544;3;37.0
241562;3;51.0
241648;3;34.0
241652;3;34.0
241713;3;23.0
241756;3;34.0
241806;3;30.0
241848;3;42.0
241907;3;57.0
241942;3;28.0
241982;3;30.0
241987;3;34.0
242011;3;13.0
242060;3;50.0
242091;3;31.0
242121;3;34.0
242138;3;34.0
242164;3;34.0
242178;3;25.0
242220;3;34.0
242333;3;79.0
242362;3;25.0
242382;3;34.0
242488;3;48.0
242547;3;37.0
242585;3;34.0
242601;3;34.0
242689;3;49.0
242719;3;26.0
242749;3;34.0
242816;3;23.0
242996;3;24.0
242998;3;34.0
243026;3;34.0
243044;3;34.0
243100;3;33.0
243154;3;55.0
243258;3;34.0
243311;3;34.0
243332;3;34.0
243344;3;34.0
243488;3;55.0
243493;3;34.0
243515;3;34.0
243525;3;41.0
243639;3;34.0
243790;3;50.0
243810;3;34.0
243850;3;34.0
244098;3;34.0
244106;3;55.0
244107;3;34.0
244124;3;34.0
244131;3;34.0
244390;3;34.0
244402;3;66.0
244422;3;17.0
244577;3;49.0
244599;3;34.0
244667;3;39.0
244719;3;73.0
244823;3;37.0
244867;3;28.0
244928;3;34.0
244972;3;32.0
245035;3;53.0
245132;3;34.0
245138;3;34.0
245161;3;25.0
245163;3;34.0
245172;3;34.0
245179;3;28.0
245270;3;30.0
245277;3;66.0
245294;3;16.0
245303;3;57.0
245384;3;34.0
245391;3;42.0
245438;3;42.0
245445;3;23.0
245504;3;19.0
245518;3;34.0
245554;3;40.0
245608;3;34.0
245627;3;50.0
245667;3;24.0
245871;3;39.0
245893;3;19.0
245901;3;34.0
245917;3;73.0
246011;3;34.0
246077;3;18.0
246109;3;34.0
246153;3;15.0
246188;3;34.0
246201;3;34.0
246287;3;52.0
246312;3;34.0
246329;3;58.0
246335;3;26.0
246408;3;40.0
246412;3;30.0
246531;3;33.0
246561;3;56.0
246715;3;40.0
246730;3;34.0
246765;3;26.0
246876;3;34.0
246945;3;34.0
246952;3;34.0
246995;3;19.0
247057;3;27.0
247076;3;46.0
247078;3;36.0
247082;3;21.0
247097;3;34.0
247121;3;18.0
247143;3;37.0
247158;3;19.0
247302;3;34.0
247371;3;16.0
247377;3;34.0
247455;3;34.0
247461;3;47.0
247523;3;34.0
247568;3;17.0
247590;3;47.0
247625;3;18.0
247669;3;34.0
247729;3;40.0
247763;3;29.0
247877;3;43.0
247910;3;28.0
247919;3;30.0
247979;3;34.0
247980;3;44.0
248050;3;29.0
248056;3;29.0
248074;3;34.0
248122;3;20.0
248126;3;36.0
248143;3;57.0
248178;3;16.0
248252;3;34.0
248260;3;33.0
248266;3;34.0
248277;3;19.0
248413;3;45.0
248431;3;34.0
248435;3;33.0
248440;3;42.0
248472;3;34.0
248552;3;20.0
248566;3;34.0
248604;3;34.0
248715;3;21.0
248722;3;30.0
248735;3;72.0
248755;3;34.0
248796;3;34.0
248926;3;23.0
248948;3;64.0
248961;3;46.0
249030;3;23.0
249039;3;31.0
249086;3;38.0
249098;3;56.0
249189;3;34.0
249190;3;24.0
249351;3;31.0
249374;3;34.0
249393;3;34.0
249515;3;34.0
249544;3;34.0
249556;3;53.0
249578;3;32.0
249583;3;38.0
249591;3;51.0
249600;3;34.0
249673;3;34.0
249707;3;34.0
249751;3;48.0
249752;3;34.0
249759;3;35.0
249781;3;39.0
249886;3;46.0
249896;3;34.0
249899;3;35.0
249902;3;34.0
249909;3;34.0
250010;3;34.0
250064;3;21.0
250091;3;39.0
250108;3;34.0
250149;3;28.0
250166;3;18.0
250186;3;30.0
250217;3;34.0
250247;3;34.0
250274;3;27.0
250463;3;38.0
250478;3;27.0
250523;3;45.0
250544;3;38.0
250550;3;51.0
250797;3;34.0
250844;3;50.0
250852;3;34.0
250869;3;34.0
250961;3;34.0
251052;3;34.0
251072;3;52.0
251126;3;34.0
251168;3;34.0
251204;3;44.0
251255;3;34.0
251302;3;65.0
251504;3;34.0
251530;3;53.0
251594;3;34.0
251614;3;27.0
251640;3;47.0
251643;3;22.0
251694;3;36.0
251752;3;34.0
251779;3;34.0
251822;3;34.0
251842;3;14.0
251853;3;34.0
251863;3;18.0
251895;3;25.0
251898;3;34.0
251930;3;34.0
251947;3;40.0
251981;3;34.0
251984;3;34.0
252015;3;20.0
252159;3;34.0
252164;3;34.0
252225;3;34.0
252263;3;34.0
252274;3;28.0
252310;3;34.0
252311;3;34.0
252335;3;33.0
252496;3;34.0
252567;3;24.0
252629;3;34.0
252634;3;38.0
252636;3;34.0
252644;3;26.0
252658;3;12.0
252672;3;44.0
252693;3;35.0
252705;3;34.0
252745;3;34.0
252784;3;34.0
252802;3;52.0
252825;3;25.0
252874;3;26.0
252947;3;34.0
252970;3;59.0
253167;3;38.0
253184;3;32.0
253193;3;34.0
253384;3;34.0
253469;3;47.0
253476;3;34.0
253528;3;27.0
253586;3;38.0
253609;3;34.0
253691;3;34.0
253704;3;34.0
253711;3;32.0
253726;3;33.0
253825;3;26.0
253886;3;43.0
253986;3;48.0
254048;3;34.0
254236;3;37.0
254256;3;32.0
254287;3;34.0
254303;3;24.0
254306;3;34.0
254361;3;33.0
254365;3;34.0
254400;3;34.0
254438;3;34.0
254464;3;33.0
254515;3;34.0
254536;3;26.0
254568;3;31.0
254627;3;60.0
254761;3;34.0
254765;3;34.0
254771;3;34.0
254781;3;46.0
254786;3;35.0
254793;3;31.0
254813;3;34.0
254865;3;34.0
254901;3;34.0
254905;3;34.0
254910;3;51.0
255045;3;40.0
255089;3;34.0
255097;3;45.0
255168;3;79.0
255210;3;44.0
255222;3;34.0
255252;3;34.0
255288;3;34.0
255318;3;36.0
255328;3;32.0
255329;3;34.0
255356;3;34.0
255392;3;19.0
255404;3;34.0
255477;3;49.0
255490;3;34.0
255538;3;59.0
255596;3;34.0
255748;3;34.0
255803;3;34.0
255842;3;34.0
255844;3;24.0
255920;3;34.0
255972;3;22.0
256048;3;22.0
256068;3;48.0
256082;3;34.0
256096;3;28.0
256103;3;34.0
256158;3;34.0
256193;3;34.0
256233;3;34.0
256240;3;34.0
256282;3;70.0
256365;3;34.0
256417;3;34.0
256468;3;34.0
256547;3;34.0
256559;3;50.0
256564;3;28.0
256577;3;44.0
256587;3;55.0
256627;3;33.0
256631;3;54.0
256648;3;34.0
256736;3;30.0
256873;3;34.0
256886;3;53.0
256926;3;34.0
256940;3;25.0
256972;3;35.0
256989;3;34.0
257004;3;34.0
257011;3;23.0
257062;3;22.0
257090;3;62.0
257170;3;34.0
257446;3;18.0
257476;3;34.0
257520;3;36.0
257588;3;32.0
257769;3;34.0
257779;3;34.0
257802;3;34.0
257807;3;36.0
257822;3;34.0
257903;3;27.0
257926;3;57.0
257973;3;39.0
257993;3;34.0
258094;3;21.0
258111;3;28.0
258176;3;21.0
258193;3;44.0
258202;3;34.0
258225;3;28.0
258290;3;29.0
258374;3;29.0
258402;3;40.0
258506;3;34.0
258543;3;34.0
258575;3;34.0
258599;3;57.0
258733;3;34.0
258789;3;47.0
258845;3;36.0
258849;3;34.0
258871;3;17.0
258875;3;34.0
258881;3;34.0
258897;3;49.0
258905;3;71.0
258927;3;42.0
258972;3;38.0
259013;3;37.0
259038;3;36.0
259103;3;30.0
259125;3;44.0
259170;3;56.0
259186;3;34.0
259194;3;14.0
259198;3;33.0
259284;3;34.0
259285;3;18.0
259390;3;21.0
259392;3;34.0
259485;3;34.0
259517;3;23.0
259567;3;34.0
259614;3;22.0
259691;3;34.0
259744;3;34.0
259775;3;71.0
259813;3;30.0
259830;3;34.0
259886;3;34.0
259890;3;32.0
259906;3;34.0
259939;3;44.0
260098;3;62.0
260132;3;34.0
260135;3;34.0
260199;3;34.0
260209;3;44.0
260215;3;34.0
260234;3;42.0
260275;3;46.0
260314;3;36.0
260321;3;39.0
260329;3;34.0
260437;3;33.0
260506;3;34.0
260511;3;32.0
260567;3;34.0
260587;3;49.0
260626;3;34.0
260639;3;50.0
260643;3;52.0
260652;3;31.0
260873;3;40.0
260888;3;34.0
260900;3;38.0
260915;3;34.0
260929;3;21.0
260939;3;31.0
260974;3;34.0
260989;3;29.0
261026;3;34.0
261133;3;34.0
261179;3;14.0
261201;3;64.0
261206;3;34.0
261243;3;34.0
261301;3;34.0
261322;3;57.0
261362;3;30.0
261369;3;34.0
261579;3;26.0
261674;3;33.0
261721;3;27.0
261789;3;20.0
261809;3;36.0
261819;3;35.0
261940;3;34.0
261992;3;34.0
262005;3;61.0
262012;3;53.0
262171;3;44.0
262198;3;19.0
262234;3;13.0
262263;3;34.0
262270;3;34.0
262430;3;34.0
262457;3;65.0
262462;3;60.0
262532;3;34.0
262535;3;34.0
262557;3;70.0
262565;3;21.0
262567;3;32.0
262576;3;49.0
262638;3;34.0
262674;3;40.0
262789;3;31.0
262810;3;67.0
262866;3;44.0
262921;3;34.0
262937;3;34.0
263126;3;48.0
263155;3;34.0
263304;3;34.0
263430;3;56.0
263443;3;50.0
263454;3;34.0
263456;3;34.0
263473;3;41.0
263541;3;34.0
263577;3;34.0
263673;3;31.0
263712;3;34.0
263755;3;77.0
263792;3;34.0
263802;3;33.0
263825;3;53.0
263834;3;45.0
263915;3;53.0
263920;3;13.0
263929;3;34.0
264115;3;28.0
264121;3;22.0
264133;3;12.0
264185;3;41.0
264209;3;35.0
264215;3;85.0
264312;3;16.0
264327;3;18.0
264346;3;43.0
264358;3;32.0
264408;3;74.0
264423;3;28.0
264492;3;25.0
264734;3;45.0
264737;3;27.0
264759;3;34.0
264842;3;34.0
264917;3;34.0
264971;3;38.0
264975;3;34.0
265087;3;34.0
265113;3;43.0
265158;3;34.0
265241;3;40.0
265290;3;20.0
265292;3;22.0
265340;3;34.0
265364;3;58.0
265418;3;34.0
265493;3;38.0
265630;3;34.0
265759;3;54.0
265777;3;48.0
265817;3;55.0
265865;3;34.0
265883;3;38.0
265928;3;34.0
265935;3;40.0
266009;3;34.0
266031;3;54.0
266064;3;34.0
266095;3;34.0
266099;3;34.0
266133;3;34.0
266153;3;34.0
266224;3;38.0
266242;3;41.0
266288;3;46.0
266294;3;34.0
266309;3;17.0
266387;3;44.0
266468;3;69.0
266470;3;49.0
266551;3;33.0
266564;3;34.0
266601;3;34.0
266636;3;34.0
266643;3;34.0
266645;3;54.0
266735;3;19.0
266739;3;20.0
266757;3;26.0
266857;3;34.0
266915;3;34.0
266948;3;61.0
266966;3;34.0
266992;3;34.0
267117;3;57.0
267175;3;38.0
267292;3;32.0
267373;3;35.0
267425;3;47.0
267462;3;34.0
267485;3;32.0
267528;3;34.0
267541;3;58.0
267552;3;63.0
267582;3;25.0
267624;3;34.0
267660;3;41.0
267664;3;34.0
267710;3;39.0
267752;3;44.0
267766;3;69.0
267795;3;34.0
267812;3;34.0
267821;3;52.0
267823;3;50.0
267916;3;34.0
267930;3;34.0
267964;3;64.0
267968;3;37.0
267990;3;34.0
268012;3;34.0
268048;3;49.0
268127;3;51.0
268180;3;71.0
268251;3;26.0
268254;3;59.0
268306;3;35.0
268372;3;36.0
268391;3;34.0
268423;3;42.0
268505;3;34.0
268517;3;25.0
268523;3;34.0
268556;3;34.0
268583;3;34.0
268651;3;34.0
268669;3;34.0
268816;3;19.0
268834;3;34.0
268929;3;21.0
268943;3;64.0
268950;3;34.0
269032;3;35.0
269069;3;69.0
269070;3;33.0
269257;3;27.0
269287;3;52.0
269336;3;20.0
269346;3;34.0
269406;3;34.0
269414;3;34.0
269512;3;34.0
269514;3;34.0
269524;3;21.0
269552;3;34.0
269555;3;22.0
269558;3;17.0
269562;3;16.0
269622;3;34.0
269762;3;31.0
269850;3;34.0
269868;3;53.0
269872;3;51.0
269929;3;44.0
269946;3;23.0
270029;3;29.0
270033;3;33.0
270040;3;41.0
270096;3;34.0
270098;3;18.0
270120;3;34.0
270149;3;34.0
270165;3;24.0
270257;3;20.0
270258;3;47.0
270268;3;34.0
270269;3;49.0
270272;3;62.0
270278;3;27.0
270353;3;27.0
270368;3;34.0
270426;3;23.0
270442;3;34.0
270501;3;65.0
270513;3;34.0
270522;3;34.0
270594;3;40.0
270596;3;34.0
270616;3;32.0
270633;3;56.0
270644;3;65.0
270674;3;33.0
270748;3;60.0
270752;3;34.0
270755;3;34.0
270811;3;48.0
270837;3;30.0
270847;3;53.0
270905;3;29.0
271003;3;25.0
271153;3;34.0
271222;3;30.0
271303;3;35.0
271317;3;34.0
271381;3;34.0
271417;3;29.0
271437;3;40.0
271462;3;48.0
271599;3;26.0
271634;3;27.0
271669;3;32.0
271717;3;27.0
271726;3;34.0
271956;3;52.0
272221;3;34.0
272263;3;34.0
272324;3;34.0
272510;3;32.0
272541;3;19.0
272551;3;17.0
272645;3;47.0
272674;3;49.0
272735;3;34.0
272761;3;46.0
272837;3;34.0
272875;3;21.0
272886;3;34.0
272917;3;33.0
272957;3;34.0
273022;3;27.0
273061;3;27.0
273203;3;34.0
273301;3;32.0
273483;3;37.0
273599;3;40.0
273603;3;40.0
273640;3;33.0
273682;3;23.0
273781;3;34.0
273836;3;34.0
273881;3;25.0
273920;3;34.0
274047;3;34.0
274139;3;37.0
274191;3;74.0
274207;3;34.0
274305;3;24.0
274327;3;39.0
274358;3;34.0
274371;3;34.0
274405;3;18.0
274428;3;42.0
274498;3;34.0
274514;3;22.0
274539;3;34.0
274702;3;34.0
274763;3;34.0
274769;3;33.0
274838;3;34.0
274852;3;19.0
274875;3;19.0
274880;3;34.0
275010;3;28.0
275129;3;34.0
275184;3;57.0
275203;3;41.0
275260;3;34.0
275280;3;38.0
275299;3;37.0
275328;3;33.0
275335;3;34.0
275385;3;29.0
275419;3;30.0
275429;3;34.0
275436;3;34.0
275626;3;38.0
275700;3;44.0
275756;3;32.0
275765;3;29.0
275843;3;34.0
275857;3;34.0
275889;3;34.0
275947;3;34.0
275950;3;36.0
275977;3;22.0
276042;3;28.0
276046;3;34.0
276047;3;33.0
276057;3;22.0
276074;3;1.0
276086;3;42.0
276107;3;34.0
276177;3;53.0
276183;3;44.0
276189;3;46.0
276205;3;34.0
276212;3;15.0
276229;3;34.0
276236;3;34.0
276311;3;34.0
276357;3;23.0
276466;3;16.0
276496;3;45.0
276582;3;34.0
276623;3;38.0
276658;3;34.0
276672;3;34.0
276729;2;16.0
276748;2;39.0
276751;2;34.0
276796;2;21.0
276806;2;28.0
276820;2;19.0
276832;2;34.0
276840;2;16.0
276852;2;18.0
276853;2;17.0
276869;2;31.0
276888;2;34.0
276990;2;22.0
276998;2;46.0
277010;2;36.0
277058;2;30.0
277085;2;25.0
277179;2;45.0
277180;2;34.0
277231;2;34.0
277315;2;33.0
277334;2;34.0
277338;2;34.0
277364;2;34.0
277379;2;34.0
277413;2;56.0
277434;2;34.0
277457;2;34.0
277469;2;34.0
277533;2;34.0
277544;2;34.0
277601;2;34.0
277638;2;33.0
277641;2;50.0
277648;2;27.0
277650;2;34.0
277660;2;26.0
277687;2;41.0
277698;2;34.0
277752;2;18.0
277814;2;16.0
277947;2;13.0
277978;2;34.0
277992;2;26.0
278008;2;50.0
278023;2;34.0
278024;2;67.0
278048;2;34.0
278075;2;62.0
278106;2;34.0
278130;2;34.0
278153;2;61.0
278156;2;34.0
278181;2;34.0
278197;2;34.0
278216;2;52.0
278220;2;34.0
278253;2;49.0
278274;2;50.0
278279;2;18.0
278355;2;33.0
278430;2;48.0
278475;2;34.0
278483;2;34.0
278488;2;42.0
278491;2;43.0
278525;2;12.0
278537;2;29.0
278541;2;34.0
278556;2;34.0
278597;2;34.0
278665;2;34.0
278747;2;20.0
278789;2;31.0
278799;2;34.0
278818;2;15.0
278846;2;23.0
10;2;26.0
16;2;34.0
26;2;34.0
38;2;34.0
85;2;41.0
135;2;34.0
185;2;17.0
204;2;15.0
228;2;41.0
233;2;34.0
237;2;27.0
247;2;23.0
257;2;34.0
289;2;15.0
334;2;27.0
376;2;35.0
382;2;34.0
406;2;37.0
501;2;34.0
508;2;29.0
518;2;34.0
538;2;26.0
559;2;34.0
565;2;48.0
618;2;34.0
628;2;34.0
678;2;34.0
685;2;21.0
698;2;34.0
717;2;34.0
743;2;34.0
767;2;43.0
786;2;48.0
809;2;36.0
811;2;34.0
896;2;27.0
936;2;24.0
938;2;55.0
955;2;34.0
970;2;15.0
998;2;34.0
1019;2;34.0
1022;2;34.0
1024;2;34.0
1031;2;52.0
1054;2;37.0
1096;2;18.0
1098;2;34.0
1111;2;34.0
1118;2;34.0
1140;2;19.0
1172;2;26.0
1193;2;28.0
1214;2;30.0
1258;2;18.0
1260;2;17.0
1262;2;39.0
1264;2;34.0
1303;2;56.0
1314;2;48.0
1334;2;32.0
1361;2;34.0
1378;2;37.0
1395;2;34.0
1511;2;25.0
1533;2;34.0
1535;2;69.0
1547;2;34.0
1554;2;29.0
1557;2;32.0
1567;2;57.0
1570;2;28.0
1582;2;48.0
1617;2;24.0
1687;2;47.0
1723;2;40.0
1730;2;33.0
1759;2;29.0
1782;2;34.0
1792;2;34.0
1859;2;34.0
1881;2;31.0
1922;2;34.0
1949;2;34.0
1956;2;34.0
1961;2;17.0
2019;2;29.0
2036;2;49.0
2043;2;34.0
2066;2;31.0
2076;2;34.0
2087;2;34.0
2129;2;34.0
2160;2;34.0
2170;2;29.0
2183;2;34.0
2203;2;40.0
2222;2;34.0
2240;2;34.0
2253;2;34.0
2290;2;34.0
2296;2;61.0
2352;2;18.0
2415;2;33.0
2421;2;34.0
2451;2;45.0
2455;2;42.0
2461;2;59.0
2506;2;50.0
2520;2;42.0
2529;2;34.0
2534;2;34.0
2555;2;34.0
2562;2;53.0
2578;2;16.0
2580;2;34.0
2582;2;17.0
2591;2;34.0
2598;2;34.0
2615;2;34.0
2632;2;47.0
2638;2;34.0
2644;2;34.0
2653;2;46.0
2658;2;23.0
2661;2;52.0
2728;2;34.0
2749;2;18.0
2759;2;34.0
2771;2;56.0
2903;2;22.0
2933;2;34.0
2943;2;34.0
2946;2;31.0
3005;2;34.0
3023;2;34.0
3032;2;40.0
3063;2;57.0
3093;2;46.0
3096;2;34.0
3101;2;28.0
3193;2;24.0
3197;2;38.0
3224;2;17.0
3236;2;27.0
3237;2;23.0
3251;2;34.0
3257;2;34.0
3293;2;19.0
3310;2;34.0
3315;2;51.0
3343;2;36.0
3347;2;34.0
3357;2;34.0
3393;2;55.0
3422;2;14.0
3423;2;21.0
3460;2;32.0
3477;2;34.0
3546;2;27.0
3550;2;30.0
3648;2;34.0
3670;2;34.0
3709;2;30.0
3762;2;25.0
3765;2;21.0
3767;2;34.0
3768;2;23.0
3798;2;23.0
3813;2;12.0
3821;2;36.0
3823;2;32.0
3839;2;34.0
3844;2;34.0
3852;2;30.0
3853;2;34.0
3861;2;37.0
3875;2;22.0
3876;2;34.0
3886;2;34.0
3934;2;33.0
3936;2;40.0
3939;2;53.0
3943;2;40.0
3947;2;34.0
3948;2;34.0
3959;2;23.0
3990;2;40.0
3994;2;34.0
4028;2;26.0
4032;2;26.0
4035;2;60.0
4059;2;34.0
4097;2;24.0
4103;2;27.0
4130;2;34.0
4165;2;53.0
4169;2;57.0
4183;2;57.0
4187;2;35.0
4193;2;34.0
4196;2;34.0
4207;2;19.0
4224;2;34.0
4246;2;34.0
4274;2;41.0
4376;2;34.0
4386;2;34.0
4398;2;34.0
4432;2;64.0
4437;2;34.0
4438;2;42.0
4443;2;59.0
4479;2;59.0
4501;2;34.0
4506;2;29.0
4516;2;66.0
4517;2;34.0
4535;2;28.0
4669;2;34.0
4719;2;31.0
4754;2;34.0
4784;2;21.0
4799;2;34.0
4823;2;37.0
4850;2;34.0
4886;2;41.0
4887;2;34.0
4929;2;34.0
4945;2;31.0
4974;2;34.0
4999;2;54.0
5030;2;34.0
5055;2;15.0
5073;2;23.0
5079;2;29.0
5101;2;34.0
5126;2;53.0
5165;2;34.0
5170;2;18.0
5176;2;30.0
5201;2;34.0
5260;2;20.0
5264;2;34.0
5296;2;34.0
5311;2;34.0
5337;2;34.0
5348;2;37.0
5358;2;52.0
5372;2;68.0
5430;2;47.0
5451;2;24.0
5463;2;31.0
5507;2;34.0
5526;2;49.0
5531;2;34.0
5553;2;23.0
5576;2;23.0
5581;2;22.0
5611;2;27.0
5634;2;25.0
5649;2;34.0
5651;2;64.0
5655;2;53.0
5724;2;24.0
5725;2;34.0
5733;2;34.0
5760;2;19.0
5770;2;37.0
5772;2;34.0
5791;2;34.0
5820;2;12.0
5831;2;43.0
5861;2;17.0
5869;2;34.0
5875;2;15.0
5912;2;24.0
5919;2;34.0
5922;2;19.0
5948;2;34.0
5984;2;42.0
6009;2;37.0
6018;2;38.0
6026;2;34.0
6052;2;44.0
6061;2;34.0
6068;2;34.0
6069;2;34.0
6074;2;30.0
6113;2;34.0
6153;2;34.0
6184;2;13.0
6188;2;16.0
6189;2;46.0
6230;2;34.0
6239;2;34.0
6243;2;34.0
6253;2;39.0
6282;2;34.0
6313;2;35.0
6337;2;52.0
6349;2;66.0
6357;2;34.0
6392;2;34.0
6445;2;29.0
6466;2;44.0
6496;2;39.0
6499;2;34.0
6514;2;20.0
6545;2;25.0
6568;2;34.0
6574;2;62.0
6581;2;54.0
6599;2;34.0
6618;2;25.0
6629;2;19.0
6640;2;34.0
6643;2;34.0
6682;2;16.0
6697;2;36.0
6698;2;20.0
6712;2;104.0
6726;2;28.0
6745;2;24.0
6746;2;34.0
6759;2;27.0
6766;2;66.0
6787;2;34.0
6788;2;34.0
6815;2;24.0
6818;2;34.0
6822;2;34.0
6854;2;34.0
6873;2;75.0
6910;2;34.0
6941;2;17.0
6947;2;34.0
6967;2;34.0
7000;2;14.0
7009;2;14.0
7038;2;34.0
7058;2;38.0
7071;2;34.0
7084;2;22.0
7097;2;33.0
7119;2;66.0
7164;2;34.0
7170;2;25.0
7183;2;34.0
7189;2;34.0
7202;2;21.0
7208;2;19.0
7261;2;34.0
7268;2;34.0
7272;2;34.0
7274;2;32.0
7277;2;34.0
7317;2;39.0
7364;2;26.0
7412;2;34.0
7432;2;34.0
7440;2;25.0
7441;2;19.0
7495;2;43.0
7517;2;29.0
7523;2;35.0
7525;2;33.0
7526;2;33.0
7600;2;62.0
7604;2;34.0
7610;2;34.0
7614;2;24.0
7617;2;34.0
7661;2;21.0
7714;2;34.0
7719;2;34.0
7724;2;34.0
7736;2;34.0
7749;2;31.0
7821;2;76.0
7875;2;19.0
